State,Group,Total Population,Total Citizen Population,"Percent registered
(Citizen)",Margin of Error 1,Total registered,"Percent registered
(Total)",Margin of Error 1,Total voted,"Percent voted
(Total)",Margin of Error 1,Year
MINNESOTA,Black alone,193,169,74.7,13.7,126,65.3,13.4,112,58,14.2,2016
MINNESOTA,Asian alone,172,124,63.7,15.9,79,46.1,18.1,64,37.4,15.5,2016
MINNESOTA,Hispanic (of any race),255,136,39.6,13.3,54,21,21.9,50,19.4,12.9,2016
MINNESOTA,White alone or in combination,"3,671","3,563",77.4,2.4,"2,756",75.1,2.3,"2,489",67.8,2.6,2016
MINNESOTA,Black alone or in combination,201,176,75.8,13.4,134,66.6,12.9,120,59.6,13.9,2016
MINNESOTA,Asian alone or in combination,196,148,65.7,15,97,49.8,16.3,82,42.1,14.8,2016
MISSISSIPPI,Total,"2,203","2,170",79.5,2.3,"1,725",78.3,2.2,"1,470",66.7,2.6,2016
MISSISSIPPI,Male,"1,026","1,010",77.2,3.5,780,76,3.4,657,64,3.9,2016
MISSISSIPPI,Female,"1,177","1,160",81.5,3,945,80.3,3,813,69.1,3.5,2016
MISSISSIPPI,White alone,"1,377","1,355",79,2.9,"1,070",77.7,2.9,918,66.7,3.3,2016
MISSISSIPPI,White non-Hispanic alone,"1,345","1,339",78.8,2.9,"1,056",78.5,2.9,907,67.4,3.3,2016
MISSISSIPPI,Black alone,782,777,81.4,4.4,632,80.9,4.4,537,68.7,5.2,2016
MISSISSIPPI,Asian alone,18,13,B,B,8,B,B,6,B,B,2016
MISSISSIPPI,Hispanic (of any race),41,23,B,B,18,B,B,15,B,B,2016
MISSISSIPPI,White alone or in combination,"1,394","1,371",78.9,2.9,"1,081",77.6,2.9,923,66.2,3.3,2016
MISSISSIPPI,Black alone or in combination,791,786,81.3,4.4,639,80.8,4.4,544,68.8,5.2,2016
MISSISSIPPI,Asian alone or in combination,22,18,B,B,10,B,B,6,B,B,2016
MISSOURI,Total,"4,626","4,486",74.3,2.2,"3,333",72.1,2.2,"2,906",62.8,2.4,2016
MISSOURI,Male,"2,231","2,159",71.1,3.3,"1,534",68.8,3.3,"1,328",59.5,3.5,2016
MISSOURI,Female,"2,395","2,328",77.3,3,"1,799",75.1,2.9,"1,577",65.9,3.2,2016
MISSOURI,White alone,"3,957","3,860",74.8,2.4,"2,886",72.9,2.3,"2,529",63.9,2.6,2016
MISSOURI,White non-Hispanic alone,"3,808","3,779",75,2.4,"2,832",74.4,2.4,"2,485",65.2,2.6,2016
MISSOURI,Black alone,491,491,78.4,7.5,385,78.4,7.5,325,66.2,8.6,2016
MISSOURI,Asian alone,77,34,B,B,21,B,B,21,B,B,2016
MISSOURI,Hispanic (of any race),160,93,B,B,59,B,B,50,B,B,2016
MISSOURI,White alone or in combination,"4,015","3,919",73.9,2.4,"2,898",72.2,2.3,"2,538",63.2,2.5,2016
MISSOURI,Black alone or in combination,532,532,77.9,7.3,414,77.9,7.3,348,65.5,8.3,2016
MISSOURI,Asian alone or in combination,81,38,B,B,25,B,B,25,B,B,2016
MONTANA,Total,798,790,73.5,2.3,581,72.8,2.3,521,65.2,2.4,2016
MONTANA,Male,399,396,72.5,3.2,287,71.9,3.2,256,64,3.5,2016
MONTANA,Female,399,395,74.4,3.2,294,73.7,3.2,265,66.5,3.4,2016
MONTANA,White alone,738,735,73.8,2.3,542,73.4,2.3,492,66.7,2.5,2016
MONTANA,White non-Hispanic alone,721,718,74.1,2.4,532,73.8,2.4,483,67,2.5,2016
MONTANA,Black alone,5,3,B,B,2,B,B,2,B,B,2016
MONTANA,Asian alone,7,5,B,B,3,B,B,2,B,B,2016
MONTANA,Hispanic (of any race),20,19,B,B,12,B,B,11,B,B,2016
MONTANA,White alone or in combination,754,751,73.7,2.3,554,73.4,2.3,504,66.7,2.5,2016
MONTANA,Black alone or in combination,8,5,B,B,4,B,B,4,B,B,2016
MONTANA,Asian alone or in combination,8,7,B,B,3,B,B,3,B,B,2016
NEBRASKA,Total,"1,407","1,336",75.5,2.6,"1,008",71.7,2.6,893,63.4,2.8,2016
NEBRASKA,Male,696,661,72.6,3.9,480,68.9,3.8,419,60.2,4.1,2016
NEBRASKA,Female,711,676,78.2,3.6,529,74.3,3.5,474,66.6,3.9,2016
NEBRASKA,White alone,"1,253","1,202",77.1,2.7,927,74,2.7,837,66.8,2.9,2016
NEBRASKA,White non-Hispanic alone,"1,150","1,138",77.5,2.7,882,76.7,2.7,800,69.6,3,2016
NEBRASKA,Black alone,56,52,B,B,41,B,B,30,B,B,2016
NEBRASKA,Asian alone,35,23,B,B,12,B,B,7,B,B,2016
NEBRASKA,Hispanic (of any race),109,65,B,B,47,B,B,37,B,B,2016
NEBRASKA,White alone or in combination,"1,280","1,228",76.3,2.7,938,73.2,2.7,844,65.9,2.9,2016
NEBRASKA,Black alone or in combination,63,58,B,B,42,B,B,31,B,B,2016
NEBRASKA,Asian alone or in combination,35,23,B,B,12,B,B,7,B,B,2016
NEVADA,Total,"2,234","1,975",69.4,2.7,"1,371",61.4,2.7,"1,195",53.5,2.8,2016
NEVADA,Male,"1,098",974,68,3.9,663,60.4,3.9,570,51.9,3.9,2016
NEVADA,Female,"1,136","1,001",70.8,3.8,708,62.4,3.8,625,55,3.9,2016
NEVADA,White alone,"1,730","1,537",70,3,"1,076",62.2,3.1,948,54.8,3.1,2016
NEVADA,White non-Hispanic alone,"1,275","1,236",71.1,3.4,879,69,3.4,781,61.3,3.6,2016
NEVADA,Black alone,182,169,72.3,11,122,67.3,10.9,110,60.7,11.5,2016
NEVADA,Asian alone,198,163,56,11.7,91,46,12.8,72,36.5,11.3,2016
NEVADA,Hispanic (of any race),517,346,67.7,9,234,45.3,10.3,196,37.9,8.8,2016
NEVADA,White alone or in combination,"1,775","1,581",70.2,3,"1,109",62.5,3,977,55.1,3.1,2016
NEVADA,Black alone or in combination,204,191,74.7,10.1,143,70.2,9.9,128,62.9,10.7,2016
NEVADA,Asian alone or in combination,214,178,55.3,11.2,99,46.2,12.3,78,36.4,10.9,2016
NEW HAMPSHIRE,Total,"1,044","1,012",75.4,2.5,763,73.1,2.5,698,66.9,2.7,2016
NEW HAMPSHIRE,Male,509,494,72.7,3.7,359,70.6,3.6,327,64.3,3.9,2016
NEW HAMPSHIRE,Female,535,518,77.9,3.4,404,75.4,3.3,371,69.3,3.6,2016
NEW HAMPSHIRE,White alone,990,973,76,2.5,740,74.7,2.5,677,68.4,2.7,2016
NEW HAMPSHIRE,White non-Hispanic alone,976,964,76.1,2.5,733,75.2,2.5,672,68.9,2.7,2016
NEW HAMPSHIRE,Black alone,11,9,B,B,5,B,B,5,B,B,2016
NEW HAMPSHIRE,Asian alone,27,16,B,B,9,B,B,9,B,B,2016
NEW HAMPSHIRE,Hispanic (of any race),19,11,B,B,9,B,B,7,B,B,2016
NEW HAMPSHIRE,White alone or in combination,"1,002",984,75.9,2.5,746,74.5,2.5,681,68,2.7,2016
NEW HAMPSHIRE,Black alone or in combination,16,13,B,B,8,B,B,5,B,B,2016
NEW HAMPSHIRE,Asian alone or in combination,28,17,B,B,11,B,B,11,B,B,2016
NEW JERSEY,Total,"6,862","5,958",69.9,1.9,"4,165",60.7,2,"3,665",53.4,2,2016
NEW JERSEY,Male,"3,282","2,825",67.6,2.8,"1,911",58.2,2.9,"1,668",50.8,2.9,2016
NEW JERSEY,Female,"3,580","3,132",72,2.7,"2,255",63,2.6,"1,997",55.8,2.7,2016
NEW JERSEY,White alone,"5,237","4,669",71.7,2.2,"3,349",64,2.2,"2,961",56.6,2.3,2016
NEW JERSEY,White non-Hispanic alone,"4,048","3,891",75.4,2.3,"2,933",72.5,2.3,"2,604",64.3,2.5,2016
NEW JERSEY,Black alone,964,814,67.5,6.4,550,57,6.6,469,48.7,6.4,2016
NEW JERSEY,Asian alone,579,399,55.2,8.4,220,38,10.4,211,36.4,8.3,2016
NEW JERSEY,Hispanic (of any race),"1,379",913,53.2,6.7,486,35.2,8.6,395,28.6,6.3,2016
NEW JERSEY,White alone or in combination,"5,274","4,702",71.7,2.2,"3,374",64,2.2,"2,982",56.5,2.3,2016
NEW JERSEY,Black alone or in combination,977,824,67.2,6.3,553,56.7,6.5,469,48,6.4,2016
NEW JERSEY,Asian alone or in combination,602,422,56.4,8.3,238,39.6,10.1,229,38,8.2,2016
NEW MEXICO,Total,"1,547","1,396",65.6,2.5,916,59.2,2.6,765,49.4,2.6,2016
NEW MEXICO,Male,749,669,62.1,3.7,416,55.5,3.8,342,45.7,3.7,2016
NEW MEXICO,Female,798,727,68.8,3.5,500,62.7,3.5,423,53,3.6,2016
NEW MEXICO,White alone,"1,183","1,053",68.6,2.9,722,61.1,2.9,620,52.4,3,2016
NEW MEXICO,White non-Hispanic alone,554,543,77.3,3.7,420,75.8,3.7,376,67.8,4,2016
NEW MEXICO,Black alone,42,40,B,B,26,B,B,22,B,B,2016
NEW MEXICO,Asian alone,32,27,B,B,16,B,B,14,B,B,2016
NEW MEXICO,Hispanic (of any race),705,571,59.6,6,340,48.3,6.6,276,39.1,5.9,2016
NEW MEXICO,White alone or in combination,"1,211","1,074",68.7,2.9,738,61,2.9,635,52.4,2.9,2016
NEW MEXICO,Black alone or in combination,57,51,B,B,33,B,B,28,B,B,2016
NEW MEXICO,Asian alone or in combination,36,31,B,B,18,B,B,16,B,B,2016
NEW YORK,Total,"15,506","13,751",66.5,1.3,"9,142",59,1.4,"7,869",50.7,1.3,2016
NEW YORK,Male,"7,389","6,513",64.9,1.9,"4,225",57.2,2,"3,592",48.6,2,2016
NEW YORK,Female,"8,116","7,238",67.9,1.8,"4,917",60.6,1.8,"4,277",52.7,1.9,2016
NEW YORK,White alone,"11,101","10,159",68.9,1.5,"6,997",63,1.5,"6,049",54.5,1.6,2016
NEW YORK,White non-Hispanic alone,"9,270","8,870",70.6,1.6,"6,264",67.6,1.6,"5,418",58.4,1.7,2016
NEW YORK,Black alone,"2,610","2,321",67.6,3.9,"1,570",60.2,3.9,"1,350",51.7,4,2016
NEW YORK,Asian alone,"1,547","1,059",40.6,4.8,430,27.8,6.4,365,23.6,4.6,2016
NEW YORK,Hispanic (of any race),"2,346","1,735",60.2,5.4,"1,044",44.5,6.2,878,37.4,5.3,2016
NEW YORK,White alone or in combination,"11,193","10,241",68.7,1.5,"7,040",62.9,1.5,"6,089",54.4,1.6,2016
NEW YORK,Black alone or in combination,"2,692","2,387",67.3,3.8,"1,607",59.7,3.9,"1,374",51,3.9,2016
NEW YORK,Asian alone or in combination,"1,561","1,073",41.3,4.8,443,28.4,6.4,379,24.3,4.6,2016
NORTH CAROLINA,Total,"7,631","6,960",74.6,1.8,"5,194",68.1,1.7,"4,700",61.6,1.9,2016
NORTH CAROLINA,Male,"3,596","3,243",74.4,2.6,"2,414",67.1,2.6,"2,181",60.6,2.7,2016
NORTH CAROLINA,Female,"4,034","3,717",74.8,2.4,"2,780",68.9,2.4,"2,519",62.4,2.5,2016
NORTH CAROLINA,White alone,"5,480","4,997",75.6,2.1,"3,776",68.9,2,"3,412",62.3,2.2,2016
NORTH CAROLINA,White non-Hispanic alone,"4,740","4,679",76.8,2.1,"3,595",75.8,2.1,"3,253",68.6,2.3,2016
NORTH CAROLINA,Black alone,"1,625","1,582",75.3,4.4,"1,191",73.3,4.4,"1,094",67.3,4.7,2016
NORTH CAROLINA,Asian alone,312,211,71.5,11.9,151,48.4,13.1,124,39.6,11.7,2016
NORTH CAROLINA,Hispanic (of any race),804,350,59.6,8.1,208,25.9,13.8,186,23.1,7.8,2016
NORTH CAROLINA,White alone or in combination,"5,564","5,072",75.4,2.1,"3,823",68.7,2,"3,453",62.1,2.2,2016
NORTH CAROLINA,Black alone or in combination,"1,685","1,633",74.9,4.4,"1,223",72.6,4.3,"1,126",66.8,4.6,2016
NORTH CAROLINA,Asian alone or in combination,318,217,72.2,11.8,156,49.3,12.9,124,38.9,11.6,2016
NORTH DAKOTA,Total,583,564,75.2,2.4,424,72.8,2.4,362,62.1,2.6,2016
NORTH DAKOTA,Male,298,288,75,3.4,216,72.6,3.3,182,61.1,3.7,2016
NORTH DAKOTA,Female,285,276,75.4,3.4,208,73.1,3.4,180,63.2,3.7,2016
NORTH DAKOTA,White alone,520,515,78.2,2.4,403,77.5,2.4,348,67.1,2.7,2016
NORTH DAKOTA,White non-Hispanic alone,511,508,78.4,2.4,399,77.9,2.4,345,67.4,2.7,2016
NORTH DAKOTA,Black alone,15,9,B,B,4,B,B,3,B,B,2016
NORTH DAKOTA,Asian alone,11,3,B,B,2,B,B,2,B,B,2016
NORTH DAKOTA,Hispanic (of any race),9,7,B,B,5,B,B,4,B,B,2016
NORTH DAKOTA,White alone or in combination,528,523,77.7,2.4,406,77,2.4,351,66.5,2.7,2016
NORTH DAKOTA,Black alone or in combination,15,10,B,B,4,B,B,3,B,B,2016
NORTH DAKOTA,Asian alone or in combination,12,4,B,B,3,B,B,2,B,B,2016
OHIO,Total,"8,811","8,499",72.1,1.6,"6,128",69.5,1.6,"5,408",61.4,1.7,2016
OHIO,Male,"4,219","4,070",69.7,2.4,"2,837",67.2,2.4,"2,472",58.6,2.5,2016
OHIO,Female,"4,593","4,429",74.3,2.2,"3,291",71.7,2.2,"2,936",63.9,2.3,2016
OHIO,White alone,"7,340","7,226",72.4,1.7,"5,235",71.3,1.7,"4,642",63.2,1.9,2016
OHIO,White non-Hispanic alone,"7,108","7,058",72.6,1.8,"5,121",72,1.8,"4,547",64,1.9,2016
OHIO,Black alone,"1,031",977,73.9,5.7,722,70,5.6,637,61.8,6,2016
OHIO,Asian alone,250,118,53.1,11.4,62,25,19.2,55,22,10.9,2016
OHIO,Hispanic (of any race),277,173,68.9,15.4,119,43.1,18.2,100,36.2,15,2016
OHIO,White alone or in combination,"7,496","7,371",72.2,1.7,"5,319",71,1.7,"4,696",62.6,1.8,2016
OHIO,Black alone or in combination,"1,127","1,072",71.8,5.5,769,68.3,5.5,662,58.8,5.9,2016
OHIO,Asian alone or in combination,262,129,52.5,11.3,68,25.9,18.3,60,23.1,10.9,2016
OKLAHOMA,Total,"2,923","2,746",67.8,2.8,"1,861",63.7,2.8,"1,555",53.2,2.9,2016
OKLAHOMA,Male,"1,417","1,330",66.9,4.1,890,62.8,4.1,735,51.8,4.2,2016
OKLAHOMA,Female,"1,507","1,416",68.6,3.9,971,64.5,3.9,820,54.4,4.1,2016
OKLAHOMA,White alone,"2,289","2,158",68.1,3.2,"1,470",64.2,3.2,"1,263",55.2,3.3,2016
OKLAHOMA,White non-Hispanic alone,"2,038","2,029",69.8,3.2,"1,416",69.5,3.2,"1,227",60.2,3.4,2016
OKLAHOMA,Black alone,198,178,77.8,12.5,139,70.2,12,102,51.7,13.7,2016
OKLAHOMA,Asian alone,81,56,B,B,37,B,B,28,B,B,2016
OKLAHOMA,Hispanic (of any race),280,150,45.2,12.8,68,24.2,20.3,50,17.9,11.4,2016
OKLAHOMA,White alone or in combination,"2,380","2,250",67.6,3.1,"1,520",63.9,3.1,"1,300",54.6,3.2,2016
OKLAHOMA,Black alone or in combination,214,195,76.2,12.1,149,69.3,11.7,109,50.7,13.1,2016
OKLAHOMA,Asian alone or in combination,87,62,B,B,40,B,B,28,B,B,2016
OREGON,Total,"3,185","2,929",73.3,2.6,"2,147",67.4,2.6,"1,942",61,2.7,2016
OREGON,Male,"1,567","1,431",73.5,3.8,"1,052",67.1,3.7,952,60.7,3.9,2016
OREGON,Female,"1,618","1,497",73.2,3.7,"1,095",67.7,3.6,990,61.2,3.8,2016
OREGON,White alone,"2,808","2,644",74.2,2.7,"1,961",69.9,2.7,"1,790",63.7,2.9,2016
OREGON,White non-Hispanic alone,"2,466","2,448",75,2.8,"1,836",74.4,2.8,"1,684",68.3,3,2016
OREGON,Black alone,57,41,B,B,28,B,B,23,B,B,2016
OREGON,Asian alone,145,92,B,B,53,B,B,47,B,B,2016
OREGON,Hispanic (of any race),371,223,63.8,12.6,142,38.3,16,122,32.9,12.1,2016
OREGON,White alone or in combination,"2,907","2,737",74.2,2.7,"2,030",69.8,2.6,"1,850",63.6,2.8,2016
OREGON,Black alone or in combination,82,65,B,B,44,B,B,37,B,B,2016
OREGON,Asian alone or in combination,172,116,66.4,15.2,77,44.8,17.6,66,38.3,14.8,2016
PENNSYLVANIA,Total,"9,980","9,596",72,1.5,"6,909",69.2,1.5,"6,008",60.2,1.6,2016
PENNSYLVANIA,Male,"4,808","4,589",69.7,2.3,"3,199",66.5,2.2,"2,793",58.1,2.4,2016
PENNSYLVANIA,Female,"5,172","5,007",74.1,2.1,"3,709",71.7,2.1,"3,215",62.2,2.2,2016
PENNSYLVANIA,White alone,"8,435","8,203",72.1,1.7,"5,916",70.1,1.6,"5,153",61.1,1.8,2016
PENNSYLVANIA,White non-Hispanic alone,"8,022","7,884",72.5,1.7,"5,716",71.3,1.7,"4,991",62.2,1.8,2016
PENNSYLVANIA,Black alone,"1,071","1,007",74.5,5.6,751,70.1,5.5,637,59.5,6,2016
PENNSYLVANIA,Asian alone,311,223,61.8,11.8,138,44.4,13.6,135,43.3,11.8,2016
PENNSYLVANIA,Hispanic (of any race),544,443,62.9,11.2,279,51.2,11.9,229,42.1,11,2016
PENNSYLVANIA,White alone or in combination,"8,524","8,292",71.9,1.6,"5,958",69.9,1.6,"5,190",60.9,1.8,2016
PENNSYLVANIA,Black alone or in combination,"1,152","1,088",74,5.4,805,69.9,5.3,692,60.1,5.8,2016
PENNSYLVANIA,Asian alone or in combination,325,238,61.8,11.6,147,45.2,13.2,144,44.2,11.5,2016
RHODE ISLAND,Total,836,766,70.3,2.7,538,64.4,2.7,464,55.5,2.8,2016
RHODE ISLAND,Male,404,369,68.6,3.9,253,62.7,3.9,213,52.8,4,2016
RHODE ISLAND,Female,432,397,71.8,3.7,285,66,3.7,251,58.1,3.9,2016
RHODE ISLAND,White alone,699,664,70.3,2.9,467,66.7,2.9,403,57.7,3,2016
RHODE ISLAND,White non-Hispanic alone,599,588,70.9,3.1,417,69.5,3.1,363,60.5,3.3,2016
RHODE ISLAND,Black alone,63,58,B,B,42,B,B,34,B,B,2016
RHODE ISLAND,Asian alone,37,16,B,B,9,B,B,9,B,B,2016
RHODE ISLAND,Hispanic (of any race),132,98,B,B,67,B,B,57,B,B,2016
RHODE ISLAND,White alone or in combination,707,672,70.3,2.9,472,66.8,2.9,407,57.6,3,2016
RHODE ISLAND,Black alone or in combination,69,64,B,B,47,B,B,38,B,B,2016
RHODE ISLAND,Asian alone or in combination,39,18,B,B,10,B,B,10,B,B,2016
SOUTH CAROLINA,Total,"3,733","3,598",71.6,2.5,"2,575",69,2.4,"2,233",59.8,2.6,2016
SOUTH CAROLINA,Male,"1,774","1,709",67,3.7,"1,145",64.6,3.7,992,55.9,3.8,2016
SOUTH CAROLINA,Female,"1,959","1,889",75.7,3.3,"1,430",73,3.2,"1,241",63.4,3.5,2016
SOUTH CAROLINA,White alone,"2,621","2,516",70,3,"1,760",67.1,3,"1,529",58.3,3.1,2016
SOUTH CAROLINA,White non-Hispanic alone,"2,477","2,459",70.6,3,"1,736",70.1,3,"1,513",61.1,3.2,2016
SOUTH CAROLINA,Black alone,975,964,74.6,5.5,720,73.8,5.5,628,64.4,6,2016
SOUTH CAROLINA,Asian alone,62,48,B,B,35,B,B,29,B,B,2016
SOUTH CAROLINA,Hispanic (of any race),175,76,B,B,39,B,B,31,B,B,2016
SOUTH CAROLINA,White alone or in combination,"2,662","2,557",70.2,3,"1,795",67.4,2.9,"1,554",58.4,3.1,2016
SOUTH CAROLINA,Black alone or in combination,997,986,74.6,5.5,735,73.8,5.5,640,64.3,6,2016
SOUTH CAROLINA,Asian alone or in combination,62,48,B,B,35,B,B,29,B,B,2016
SOUTH DAKOTA,Total,631,612,71.4,2.7,437,69.3,2.7,362,57.3,2.9,2016
SOUTH DAKOTA,Male,314,304,70.3,3.9,213,68,3.9,171,54.6,4.1,2016
SOUTH DAKOTA,Female,318,309,72.6,3.8,224,70.6,3.7,191,60,4.1,2016
SOUTH DAKOTA,White alone,560,551,73.6,2.8,406,72.5,2.8,340,60.7,3,2016
SOUTH DAKOTA,White non-Hispanic alone,546,543,74,2.8,402,73.6,2.8,336,61.6,3.1,2016
SOUTH DAKOTA,Black alone,11,8,B,B,4,B,B,3,B,B,2016
SOUTH DAKOTA,Asian alone,9,2,B,B,-,B,B,-,B,B,2016
SOUTH DAKOTA,Hispanic (of any race),21,15,B,B,8,B,B,7,B,B,2016
SOUTH DAKOTA,White alone or in combination,565,557,73.7,2.8,410,72.6,2.8,343,60.7,3,2016
SOUTH DAKOTA,Black alone or in combination,12,9,B,B,6,B,B,5,B,B,2016
SOUTH DAKOTA,Asian alone or in combination,9,2,B,B,-,B,B,-,B,B,2016
TENNESSEE,Total,"5,057","4,872",66.7,2.2,"3,251",64.3,2.2,"2,630",52,2.3,2016
TENNESSEE,Male,"2,418","2,316",65,3.2,"1,505",62.2,3.3,"1,218",50.4,3.3,2016
TENNESSEE,Female,"2,639","2,556",68.3,3,"1,746",66.2,3,"1,412",53.5,3.2,2016
TENNESSEE,White alone,"4,014","3,893",67.8,2.5,"2,640",65.8,2.5,"2,176",54.2,2.6,2016
TENNESSEE,White non-Hispanic alone,"3,808","3,783",68.7,2.5,"2,601",68.3,2.5,"2,148",56.4,2.6,2016
TENNESSEE,Black alone,814,800,64.9,6.7,519,63.8,6.7,402,49.4,7,2016
TENNESSEE,Asian alone,132,82,B,B,42,B,B,29,B,B,2016
TENNESSEE,Hispanic (of any race),221,125,31.8,13.3,40,18,21.5,27,12.3,11.4,2016
TENNESSEE,White alone or in combination,"4,093","3,972",67.4,2.4,"2,679",65.5,2.4,"2,199",53.7,2.6,2016
TENNESSEE,Black alone or in combination,828,814,64.5,6.7,525,63.4,6.7,404,48.8,6.9,2016
TENNESSEE,Asian alone or in combination,148,98,B,B,48,B,B,32,B,B,2016
TEXAS,Total,"20,172","17,378",67.5,1.2,"11,724",58.1,1.2,"9,626",47.7,1.2,2016
TEXAS,Male,"9,775","8,325",65.8,1.7,"5,479",56,1.7,"4,465",45.7,1.7,2016
TEXAS,Female,"10,397","9,053",69,1.6,"6,245",60.1,1.6,"5,162",49.6,1.6,2016
TEXAS,White alone,"16,095","13,909",66.9,1.3,"9,306",57.8,1.3,"7,700",47.8,1.3,2016
TEXAS,White non-Hispanic alone,"9,534","9,383",72.7,1.5,"6,822",71.6,1.5,"5,905",61.9,1.7,2016
TEXAS,Black alone,"2,458","2,358",73.1,3.7,"1,724",70.2,3.7,"1,349",54.9,4,2016
TEXAS,Asian alone,"1,110",715,58.5,6.1,418,37.7,7.8,338,30.4,5.8,2016
TEXAS,Hispanic (of any race),"6,923","4,781",55.5,3.1,"2,654",38.3,3.8,"1,938",28,2.8,2016
TEXAS,White alone or in combination,"16,291","14,101",66.9,1.3,"9,436",57.9,1.3,"7,807",47.9,1.3,2016
TEXAS,Black alone or in combination,"2,576","2,473",73.3,3.6,"1,812",70.3,3.6,"1,417",55,3.9,2016
TEXAS,Asian alone or in combination,"1,135",736,59.7,6.1,440,38.7,7.6,356,31.3,5.8,2016
UTAH,Total,"2,096","1,969",71,2.3,"1,398",66.7,2.2,"1,234",58.9,2.4,2016
UTAH,Male,"1,043",983,71.3,3.2,700,67.1,3.2,613,58.7,3.3,2016
UTAH,Female,"1,053",986,70.8,3.2,698,66.3,3.2,621,59,3.3,2016
UTAH,White alone,"1,955","1,852",72.3,2.3,"1,339",68.5,2.3,"1,181",60.4,2.4,2016
UTAH,White non-Hispanic alone,"1,737","1,731",73,2.3,"1,265",72.8,2.3,"1,115",64.2,2.5,2016
UTAH,Black alone,20,16,B,B,8,B,B,7,B,B,2016
UTAH,Asian alone,44,27,B,B,19,B,B,19,B,B,2016
UTAH,Hispanic (of any race),245,148,63.8,10.7,94,38.5,13.6,86,35,10.5,2016
UTAH,White alone or in combination,"1,977","1,874",71.9,2.3,"1,348",68.2,2.3,"1,190",60.2,2.4,2016
UTAH,Black alone or in combination,32,27,B,B,13,B,B,12,B,B,2016
UTAH,Asian alone or in combination,49,32,B,B,19,B,B,19,B,B,2016
VERMONT,Total,500,488,71.9,2.8,351,70.2,2.8,305,61,3,2016
VERMONT,Male,246,241,69,4.1,166,67.6,4.1,144,58.4,4.3,2016
VERMONT,Female,254,248,74.7,3.8,185,72.8,3.8,161,63.6,4.2,2016
VERMONT,White alone,468,464,73,2.8,339,72.5,2.8,293,62.7,3.1,2016
VERMONT,White non-Hispanic alone,464,460,73,2.9,336,72.4,2.8,290,62.6,3.1,2016
VERMONT,Black alone,5,4,B,B,2,B,B,1,B,B,2016
VERMONT,Asian alone,13,7,B,B,4,B,B,4,B,B,2016
VERMONT,Hispanic (of any race),5,4,B,B,3,B,B,3,B,B,2016
VERMONT,White alone or in combination,479,476,72.3,2.8,344,71.8,2.8,298,62.3,3,2016
VERMONT,Black alone or in combination,7,6,B,B,3,B,B,2,B,B,2016
VERMONT,Asian alone or in combination,15,9,B,B,5,B,B,5,B,B,2016
VIRGINIA,Total,"6,343","5,829",75.5,1.9,"4,399",69.4,1.9,"3,973",62.6,2,2016
VIRGINIA,Male,"3,026","2,778",72.8,2.9,"2,023",66.9,2.8,"1,806",59.7,3,2016
VIRGINIA,Female,"3,317","3,052",77.9,2.6,"2,376",71.6,2.5,"2,168",65.3,2.8,2016
VIRGINIA,White alone,"4,459","4,172",77.1,2.3,"3,218",72.2,2.2,"2,891",64.8,2.4,2016
VIRGINIA,White non-Hispanic alone,"3,976","3,885",77.5,2.3,"3,009",75.7,2.2,"2,702",68,2.5,2016
VIRGINIA,Black alone,"1,189","1,136",71.9,5.5,817,68.7,5.4,738,62,5.7,2016
VIRGINIA,Asian alone,462,300,73,9.9,219,47.4,10.9,210,45.4,9.8,2016
VIRGINIA,Hispanic (of any race),606,342,70.1,10.5,240,39.5,13.1,219,36.2,10.3,2016
VIRGINIA,White alone or in combination,"4,571","4,285",77,2.2,"3,298",72.1,2.2,"2,967",64.9,2.4,2016
VIRGINIA,Black alone or in combination,"1,256","1,203",70.8,5.4,851,67.8,5.3,768,61.2,5.6,2016
VIRGINIA,Asian alone or in combination,513,351,74.3,9.4,261,50.9,9.9,251,49.1,9.4,2016
WASHINGTON,Total,"5,592","5,104",76.5,2,"3,906",69.9,2,"3,382",60.5,2.2,2016
WASHINGTON,Male,"2,765","2,497",74.2,3,"1,852",67,2.9,"1,525",55.2,3.1,2016
WASHINGTON,Female,"2,827","2,607",78.8,2.8,"2,055",72.7,2.7,"1,857",65.7,3,2016
WASHINGTON,White alone,"4,628","4,353",78.2,2.2,"3,403",73.5,2.1,"3,027",65.4,2.3,2016
WASHINGTON,White non-Hispanic alone,"4,059","3,965",79.8,2.2,"3,164",77.9,2.1,"2,842",70,2.4,2016
WASHINGTON,Black alone,201,184,63.2,14,116,57.7,14.3,78,38.8,13.8,2016
WASHINGTON,Asian alone,426,239,79.6,10.1,190,44.6,11,165,38.7,9.9,2016
WASHINGTON,Hispanic (of any race),656,465,62.9,10.1,292,44.6,11.7,219,33.4,9.6,2016
WASHINGTON,White alone or in combination,"4,775","4,500",77.8,2.1,"3,503",73.4,2.1,"3,093",64.8,2.3,2016
WASHINGTON,Black alone or in combination,239,222,61.9,12.9,137,57.4,13.1,85,35.5,12.5,2016
WASHINGTON,Asian alone or in combination,470,283,79.4,9.7,224,47.7,10.1,188,40.1,9.5,2016
WEST VIRGINIA,Total,"1,434","1,425",64.1,2.8,913,63.6,2.8,723,50.4,2.9,2016
WEST VIRGINIA,Male,695,688,62.1,4,428,61.5,4,335,48.2,4.1,2016
WEST VIRGINIA,Female,739,736,65.9,3.8,485,65.6,3.8,388,52.5,4,2016
WEST VIRGINIA,White alone,"1,350","1,347",64.2,2.8,865,64,2.8,682,50.5,3,2016
